problem_id,contest_id,problem_index,rating,difficulty_tier,tier_name,total_submissions,acceptance_rate,wa_ratio,tle_ratio,mle_ratio,re_ratio,avg_solve_time_min,median_solve_time_min,first_solve_time_min,unique_solvers,solver_rating_mean,solver_rating_std,attempts_per_solver,tag_count,tags,contest_position,round_type,solve_pressure,elite_selectivity,attempt_waste
CF_01114,762,B,1300,2,Easy-Medium,13462,0.6809,0.345,0.034,0.013,0.023,25.89,23.54,8.34,8273,1128,333,2.0,2,flows|number theory,2,Div2,8.262,0.1961,0.69
CF_01115,1371,A,1500,2,Easy-Medium,35949,0.4603,0.424,0.036,0.015,0.025,25.56,21.77,8.2,14918,997,300,2.02,3,math|greedy|implementation,1,Educational,13.793,0.224,0.856
CF_01116,1170,B,1400,2,Easy-Medium,29406,0.5568,0.333,0.083,0.014,0.024,24.33,22.76,4.0,15325,1436,293,1.43,2,math|constructive,2,Div2,10.78,0.231,0.476
CF_01117,159,C,1600,3,Medium,20099,0.4458,0.433,0.087,0.016,0.026,28.54,24.58,7.53,8384,1416,318,1.35,2,binary search|geometry,3,Div2,15.816,0.2312,0.585
CF_01118,1646,A,1500,2,Easy-Medium,29294,0.2812,0.44,0.122,0.017,0.027,18.55,16.6,4.18,7485,1332,343,3.16,2,trees|graphs,1,Educational,13.333,0.1837,1.39
CF_01119,1540,C,1200,2,Easy-Medium,28603,0.4123,0.419,0.138,0.016,0.026,26.66,24.86,6.64,10252,1406,328,2.52,1,implementation,3,Div2,15.667,0.2107,1.056
CF_01120,271,D,1600,3,Medium,9599,0.5331,0.303,0.096,0.015,0.025,23.7,21.18,6.04,4675,1286,295,1.86,2,greedy|trees,4,Div2,11.067,0.2274,0.564
CF_01121,416,C,1400,2,Easy-Medium,20728,0.3076,0.534,0.089,0.017,0.027,21.94,19.51,5.38,6116,883,254,2.85,4,constructive|data structures|number theory|geometry,3,Div3,15.19,0.2043,1.522
CF_01122,1725,A,1300,2,Easy-Medium,18533,0.3453,0.396,0.111,0.017,0.027,36.23,33.13,9.63,5559,1547,275,2.8,1,number theory,1,Div3,23.724,0.1964,1.109
CF_01123,1363,B,1200,2,Easy-Medium,29492,0.316,0.301,0.191,0.017,0.027,20.87,19.62,5.13,8430,1383,289,2.83,2,binary search|math,2,Educational,14.278,0.1955,0.852
CF_01124,48,C,1600,3,Medium,20190,0.4701,0.331,0.062,0.015,0.025,40.9,34.01,12.81,8918,1249,262,2.1,1,flows,3,Div1,21.674,0.2341,0.695
CF_01125,457,A,1400,2,Easy-Medium,28263,0.5169,0.356,0.089,0.015,0.025,22.13,18.93,5.21,12567,1359,307,2.05,3,number theory|constructive|strings,1,Div4,10.694,0.2148,0.73
CF_01126,1722,C,1400,2,Easy-Medium,31540,0.5782,0.291,0.047,0.014,0.024,30.79,25.9,5.61,16210,1699,266,1.66,4,flows|strings|number theory|math,3,Educational,12.99,0.2168,0.483
CF_01127,1622,B,1500,2,Easy-Medium,28975,0.2929,0.43,0.12,0.017,0.027,25.1,23.75,7.55,7537,1332,357,2.56,1,geometry,2,Div2,17.745,0.1839,1.101
CF_01128,1555,A,1400,2,Easy-Medium,21573,0.3651,0.479,0.06,0.016,0.026,28.1,25.62,9.03,6926,1303,282,2.79,3,data structures|binary search|math,1,Educational,17.84,0.2038,1.336
CF_01129,205,C,1500,2,Easy-Medium,34756,0.2974,0.463,0.111,0.017,0.027,21.13,17.68,6.22,9559,1327,285,2.82,3,constructive|trees|dfs and bfs,3,Div3,14.846,0.1932,1.306
CF_01130,759,C,1300,2,Easy-Medium,40041,0.6488,0.374,0.057,0.014,0.024,25.66,21.62,8.26,23100,1519,293,1.05,3,strings|implementation|math,3,Div4,9.01,0.2026,0.393
CF_01131,1838,A,1400,2,Easy-Medium,17014,0.4527,0.402,0.063,0.015,0.025,28.07,24.03,6.64,6695,1563,259,2.64,2,number theory|dp,1,Div2,15.363,0.2154,1.061
CF_01132,1138,C,1600,3,Medium,30814,0.3963,0.422,0.059,0.016,0.026,32.13,27.99,7.11,10906,1319,279,1.98,2,constructive|flows,3,Div1,19.397,0.2137,0.836
CF_01133,760,C,1400,2,Easy-Medium,31348,0.4226,0.373,0.072,0.016,0.026,37.94,33.84,7.13,11642,1653,276,1.85,1,data structures,3,Educational,21.908,0.2144,0.69
CF_01134,476,A,1200,2,Easy-Medium,33286,0.3745,0.424,0.13,0.016,0.026,33.72,28.25,10.85,10893,1801,305,2.72,2,constructive|greedy,1,Div3,21.094,0.2047,1.153
CF_01135,782,A,1500,2,Easy-Medium,17468,0.4701,0.308,0.082,0.015,0.025,30.21,28.0,9.56,8034,1251,359,2.02,2,geometry|data structures,1,Div3,16.012,0.2437,0.622
CF_01136,468,B,1600,3,Medium,25660,0.4141,0.455,0.045,0.016,0.026,16.66,14.61,3.45,9083,956,264,2.21,1,strings,2,Div2,9.763,0.2074,1.006
CF_01137,1066,A,1500,2,Easy-Medium,32344,0.2474,0.518,0.087,0.018,0.028,31.82,27.25,7.26,7562,1175,317,4.09,3,trees|graphs|implementation,1,Div2,23.943,0.1759,2.119
CF_01138,1373,C,1300,2,Easy-Medium,23627,0.3789,0.425,0.094,0.016,0.026,10.41,8.83,3.39,7903,1938,293,2.59,2,greedy|geometry,3,Div2,6.466,0.2078,1.101
CF_01139,115,B,1400,2,Easy-Medium,29664,0.3367,0.472,0.051,0.017,0.027,17.15,15.42,3.76,9462,1681,301,2.46,1,constructive,2,Div2,11.374,0.2116,1.161
CF_01140,140,B,1200,2,Easy-Medium,32832,0.4079,0.391,0.119,0.016,0.026,29.58,24.91,4.61,12761,1033,278,2.87,1,dfs and bfs,2,Educational,17.516,0.2301,1.122
CF_01141,948,C,1500,2,Easy-Medium,33479,0.2637,0.489,0.092,0.017,0.027,24.0,20.19,7.42,7571,1532,268,4.01,3,geometry|binary search|math,3,Educational,17.667,0.1665,1.961
CF_01142,1100,D,1600,3,Medium,28636,0.3843,0.472,0.054,0.016,0.026,25.77,22.0,4.41,10588,1284,302,1.95,4,dp|binary search|strings|constructive,4,Div2,15.864,0.2276,0.92
CF_01143,1874,B,1400,2,Easy-Medium,35164,0.554,0.327,0.053,0.014,0.024,29.77,25.01,8.03,18300,1424,307,1.25,2,trees|dfs and bfs,2,Div3,13.278,0.2321,0.409
CF_01144,483,C,1500,2,Easy-Medium,27249,0.3742,0.408,0.108,0.016,0.026,31.49,29.67,9.73,9966,1791,303,2.48,1,two pointers,3,Div1,19.705,0.2289,1.012
CF_01145,1226,D,1600,3,Medium,20680,0.5554,0.251,0.111,0.014,0.024,20.15,18.86,6.64,10993,1245,277,1.65,1,dp,4,Div2,8.959,0.2363,0.414
CF_01146,1142,A,1300,2,Easy-Medium,21284,0.5364,0.334,0.057,0.015,0.025,22.21,20.33,7.32,9965,1756,304,1.77,3,binary search|geometry|math,1,Div2,10.295,0.217,0.591
CF_01147,1673,A,1400,2,Easy-Medium,28727,0.4489,0.404,0.062,0.016,0.026,31.3,28.43,8.99,11603,1591,284,2.62,4,data structures|implementation|geometry|trees,1,Educational,17.251,0.2226,1.058
CF_01148,1258,A,1300,2,Easy-Medium,30049,0.5091,0.314,0.13,0.015,0.025,30.99,28.8,7.74,13025,1305,216,1.37,2,trees|graphs,1,Div3,15.214,0.2128,0.43
CF_01149,849,C,1500,2,Easy-Medium,20819,0.5128,0.315,0.108,0.015,0.025,31.21,28.36,7.78,9626,1375,228,1.3,2,implementation|graphs,3,Div3,15.204,0.2253,0.41
CF_01150,1340,A,1300,2,Easy-Medium,26959,0.539,0.314,0.074,0.015,0.025,35.39,31.63,5.43,13377,1973,325,1.82,1,number theory,1,Div1,16.315,0.2287,0.571
CF_01151,501,A,1400,2,Easy-Medium,10731,0.329,0.45,0.107,0.017,0.027,42.32,39.96,12.85,3146,1735,294,2.9,3,geometry|number theory|binary search,1,Div4,28.401,0.1967,1.305
CF_01152,696,C,1400,2,Easy-Medium,20460,0.2706,0.47,0.079,0.017,0.027,23.78,21.86,4.42,5183,1344,275,3.38,2,dp|constructive,3,Educational,17.346,0.1848,1.589
CF_01153,1946,A,1200,2,Easy-Medium,32602,0.5808,0.333,0.098,0.014,0.024,29.24,26.16,9.37,16252,1429,302,2.13,2,graphs|flows,1,Div2,12.259,0.209,0.709
CF_01154,1088,A,1300,2,Easy-Medium,29624,0.3355,0.398,0.138,0.017,0.027,36.2,32.22,11.73,9728,1226,242,2.58,1,dp,1,Div2,24.058,0.2182,1.027
CF_01155,1067,A,1400,2,Easy-Medium,27205,0.5538,0.227,0.137,0.014,0.024,28.01,25.42,4.44,13789,1013,250,1.88,4,two pointers|constructive|dfs and bfs|data structures,1,Div3,12.497,0.2262,0.427
CF_01156,1657,A,1400,2,Easy-Medium,31454,0.1799,0.534,0.086,0.018,0.028,35.98,33.13,6.25,5026,1187,270,5.07,1,number theory,1,Div4,29.507,0.131,2.707
CF_01157,185,C,1300,2,Easy-Medium,30374,0.4891,0.422,0.072,0.015,0.025,32.01,27.3,6.19,13566,1532,322,1.8,2,data structures|number theory,3,Div2,16.352,0.2282,0.76
CF_01158,450,A,1400,2,Easy-Medium,33942,0.3474,0.465,0.053,0.017,0.027,13.16,11.27,3.79,11092,1054,309,2.69,1,dfs and bfs,1,Div1,8.588,0.2133,1.251
CF_01159,1659,A,1400,2,Easy-Medium,26474,0.4397,0.386,0.061,0.016,0.026,28.73,27.05,8.61,10492,1490,264,2.0,3,dp|strings|constructive,1,Div3,16.097,0.2221,0.772
CF_01160,816,A,1300,2,Easy-Medium,25787,0.6369,0.363,0.042,0.014,0.024,34.56,31.43,11.58,15368,1492,320,1.07,2,number theory|dp,1,Educational,12.55,0.2164,0.388
CF_01161,835,A,1500,2,Easy-Medium,26371,0.3734,0.368,0.1,0.016,0.026,28.19,26.21,9.83,9149,1669,311,3.0,2,trees|implementation,1,Educational,17.663,0.2174,1.104
CF_01162,389,B,1600,3,Medium,34586,0.4753,0.403,0.095,0.015,0.025,15.67,14.53,3.61,14898,1369,274,1.98,2,trees|greedy,2,Div2,8.22,0.226,0.798
CF_01163,667,C,1300,2,Easy-Medium,20338,0.2783,0.468,0.117,0.017,0.027,25.52,22.72,6.42,4949,1417,326,3.18,3,geometry|flows|greedy,3,Educational,18.416,0.1756,1.488
CF_01164,206,D,1600,3,Medium,40683,0.3679,0.424,0.052,0.016,0.026,34.47,28.69,5.47,14328,1312,292,1.97,1,constructive,4,Educational,21.787,0.2226,0.835
CF_01165,1419,A,1500,2,Easy-Medium,30449,0.3605,0.441,0.09,0.016,0.026,14.26,11.91,4.76,10176,1101,277,2.23,2,dfs and bfs|constructive,1,Educational,9.122,0.2137,0.983
CF_01166,284,C,1400,2,Easy-Medium,22210,0.5249,0.357,0.066,0.015,0.025,25.61,23.33,5.77,10719,1093,265,1.19,3,number theory|flows|strings,3,Div2,12.164,0.2293,0.425
CF_01167,912,C,1400,2,Easy-Medium,21169,0.4574,0.325,0.081,0.015,0.025,34.14,28.98,6.98,9192,1422,237,2.14,3,data structures|graphs|number theory,3,Div1,18.521,0.2356,0.696
CF_01168,523,C,1300,2,Easy-Medium,24753,0.3902,0.387,0.062,0.016,0.026,33.95,31.21,8.99,8214,1474,283,2.34,3,two pointers|math|constructive,3,Educational,20.704,0.2024,0.906
CF_01169,423,C,1500,2,Easy-Medium,21037,0.5412,0.316,0.061,0.015,0.025,35.43,32.75,11.0,10361,1625,301,1.54,1,two pointers,3,Div3,16.257,0.226,0.487
CF_01170,243,B,1400,2,Easy-Medium,26894,0.3067,0.271,0.089,0.017,0.027,25.53,21.02,5.31,7721,1809,344,2.96,2,binary search|dp,2,Div2,17.697,0.199,0.802
CF_01171,1797,A,1200,2,Easy-Medium,30368,0.477,0.329,0.088,0.015,0.025,25.64,21.23,8.15,12788,1818,311,2.22,2,trees|implementation,1,Educational,13.412,0.2202,0.73
CF_01172,30,B,1500,2,Easy-Medium,23113,0.4012,0.403,0.074,0.016,0.026,17.69,15.75,3.49,8886,1530,252,2.05,3,greedy|dfs and bfs|strings,2,Div2,10.59,0.2302,0.826
CF_01173,794,A,1300,2,Easy-Medium,36159,0.3809,0.409,0.088,0.016,0.026,30.15,26.07,6.88,13296,1490,281,2.24,3,strings|constructive|implementation,1,Div3,18.665,0.2277,0.916
CF_01174,967,A,1300,2,Easy-Medium,33355,0.4746,0.305,0.059,0.015,0.025,38.26,35.84,7.99,15021,1440,277,1.93,3,data structures|dp|constructive,1,Educational,20.103,0.2366,0.589
CF_01175,562,B,1300,2,Easy-Medium,17647,0.5035,0.38,0.074,0.015,0.025,28.01,26.2,4.89,7901,1225,300,2.46,4,graphs|number theory|flows|dp,2,Educational,13.906,0.2223,0.935
CF_01176,646,B,1500,2,Easy-Medium,23151,0.5173,0.396,0.052,0.015,0.025,31.64,29.81,7.14,10684,1414,294,1.59,2,number theory|binary search,2,Div2,15.27,0.2227,0.63
CF_01177,591,B,1400,2,Easy-Medium,28608,0.3666,0.442,0.069,0.016,0.026,33.13,31.18,9.26,9267,1499,270,2.97,2,data structures|binary search,2,Educational,20.984,0.2052,1.313
CF_01178,447,D,1600,3,Medium,29791,0.3359,0.428,0.121,0.017,0.027,34.49,31.95,8.86,8611,1916,272,3.0,1,strings,4,Div3,22.908,0.192,1.284
CF_01179,1298,C,1300,2,Easy-Medium,35930,0.5925,0.345,0.06,0.014,0.024,27.6,25.0,9.37,20078,1240,303,1.47,2,data structures|trees,3,Div2,11.25,0.2277,0.507
CF_01180,1460,B,1400,2,Easy-Medium,19159,0.4335,0.366,0.122,0.016,0.026,26.87,23.98,7.86,7255,1145,274,2.32,2,graphs|constructive,2,Div2,15.224,0.2145,0.849
CF_01181,552,B,1400,2,Easy-Medium,31347,0.4595,0.33,0.082,0.015,0.025,22.27,18.42,7.42,12923,1309,234,1.88,2,math|two pointers,2,Div3,12.036,0.2228,0.62
CF_01182,409,B,1400,2,Easy-Medium,28989,0.5248,0.352,0.114,0.015,0.025,23.81,21.79,7.63,14599,1976,268,2.26,1,number theory,2,Educational,11.314,0.2393,0.796
CF_01183,1881,C,1300,2,Easy-Medium,23572,0.6387,0.321,0.084,0.014,0.024,19.37,16.44,3.39,14337,1512,293,1.53,2,implementation|flows,3,Educational,6.999,0.2198,0.491
CF_01184,377,C,1500,2,Easy-Medium,36799,0.417,0.437,0.082,0.016,0.026,23.76,22.31,3.89,13992,1456,302,1.83,1,flows,3,Div4,13.852,0.2217,0.8
CF_01185,730,C,1400,2,Easy-Medium,25076,0.3506,0.457,0.112,0.016,0.026,16.9,14.33,3.64,8368,1746,300,3.11,1,dfs and bfs,3,Div2,10.978,0.2167,1.421
CF_01186,1820,C,1400,2,Easy-Medium,25864,0.3707,0.399,0.116,0.016,0.026,34.81,31.91,11.72,9311,1639,256,2.26,4,implementation|data structures|binary search|graphs,3,Div3,21.909,0.2266,0.902
CF_01187,1706,C,1400,2,Easy-Medium,21866,0.3531,0.467,0.075,0.016,0.026,20.93,19.31,6.03,7119,1282,327,2.79,2,number theory|dp,3,Div2,13.538,0.2106,1.303
CF_01188,1194,D,1600,3,Medium,26716,0.3722,0.423,0.044,0.016,0.026,20.83,19.53,3.83,9664,1653,281,2.65,3,math|number theory|trees,4,Educational,13.077,0.2271,1.121
CF_01189,1527,A,1400,2,Easy-Medium,18027,0.4787,0.439,0.032,0.015,0.025,32.81,29.93,7.21,8167,1347,194,1.79,3,dp|graphs|flows,1,Educational,17.104,0.2362,0.786
CF_01190,613,C,1500,2,Easy-Medium,17833,0.4588,0.363,0.039,0.015,0.025,26.14,21.9,6.68,7869,1418,310,2.34,3,two pointers|dp|strings,3,Educational,14.144,0.2388,0.849
CF_01191,700,C,1300,2,Easy-Medium,41678,0.3476,0.479,0.023,0.017,0.027,30.23,28.22,7.7,12470,1771,252,2.82,3,constructive|dp|implementation,3,Educational,19.724,0.1952,1.351
CF_01192,1707,D,1600,3,Medium,18456,0.4797,0.397,0.034,0.015,0.025,12.24,11.37,2.03,7537,1025,324,1.78,3,geometry|trees|number theory,4,Div2,6.37,0.2125,0.707
CF_01193,1534,A,1300,2,Easy-Medium,17624,0.4742,0.354,0.089,0.015,0.025,38.26,34.28,7.43,8004,1055,294,1.77,2,dfs and bfs|data structures,1,Educational,20.115,0.2388,0.627
CF_01194,276,B,1200,2,Easy-Medium,29472,0.2823,0.464,0.137,0.017,0.027,39.47,32.99,7.82,8110,1541,285,3.17,2,flows|number theory,2,Div3,28.327,0.1975,1.471
CF_01195,435,A,1500,2,Easy-Medium,33193,0.3609,0.411,0.119,0.016,0.026,18.42,15.89,4.73,10373,1318,328,2.7,1,dp,1,Div3,11.774,0.1997,1.11
CF_01196,429,C,1600,3,Medium,19756,0.4545,0.47,0.031,0.015,0.025,30.41,25.75,9.17,7885,1194,317,2.23,2,geometry|number theory,3,Div2,16.586,0.2177,1.048
CF_01197,1763,C,1400,2,Easy-Medium,28586,0.5687,0.339,0.031,0.014,0.024,9.68,9.17,3.08,15837,1301,255,1.7,2,implementation|greedy,3,Div3,4.177,0.239,0.576
CF_01198,996,A,1400,2,Easy-Medium,30660,0.3631,0.395,0.091,0.016,0.026,19.81,16.51,4.12,9525,1910,242,2.76,1,dfs and bfs,1,Educational,12.619,0.1978,1.09
CF_01199,157,C,1300,2,Easy-Medium,12085,0.4826,0.332,0.07,0.015,0.025,28.67,23.53,9.54,5243,1247,276,2.21,1,greedy,3,Div4,14.836,0.2245,0.734
CF_01200,387,A,1200,2,Easy-Medium,37199,0.3432,0.433,0.007,0.017,0.027,21.44,18.51,6.96,12224,1962,267,2.43,1,strings,1,Div1,14.082,0.2158,1.052
CF_01201,1084,B,1500,2,Easy-Medium,27613,0.4282,0.363,0.084,0.016,0.026,27.29,23.11,4.83,10454,1777,340,1.63,1,math,2,Div2,15.603,0.2165,0.592
CF_01202,355,D,1600,3,Medium,18110,0.3662,0.484,0.006,0.016,0.026,19.85,16.39,4.94,6428,1340,285,2.96,3,constructive|geometry|dp,4,Div2,12.579,0.225,1.433
CF_01203,253,A,1500,2,Easy-Medium,11833,0.385,0.463,0.063,0.016,0.026,29.36,26.95,6.46,4364,986,308,2.16,2,geometry|two pointers,1,Educational,18.055,0.2268,1.0
CF_01204,1210,B,1400,2,Easy-Medium,27446,0.4958,0.348,0.051,0.015,0.025,19.52,16.31,3.34,12046,1385,233,2.19,3,flows|dp|implementation,2,Div2,9.841,0.2213,0.762
CF_01205,477,B,1500,2,Easy-Medium,29135,0.2153,0.484,0.108,0.018,0.028,18.01,15.61,4.55,5563,1558,286,3.97,2,dp|flows,2,Div2,14.134,0.1498,1.921
CF_01206,139,B,1600,3,Medium,29328,0.4308,0.483,0.034,0.016,0.026,23.1,20.86,5.4,11390,1733,339,2.14,2,trees|graphs,2,Div3,13.15,0.221,1.034
CF_01207,205,C,1500,2,Easy-Medium,37609,0.267,0.473,0.111,0.017,0.027,37.93,33.33,6.71,8560,1568,286,3.61,3,two pointers|geometry|number theory,3,Div3,27.806,0.1668,1.708
CF_01208,58,C,1500,2,Easy-Medium,29452,0.5076,0.39,0.069,0.015,0.025,25.37,22.85,7.43,14501,1458,253,2.47,1,math,3,Educational,12.494,0.2425,0.963
CF_01209,354,B,1500,2,Easy-Medium,26667,0.3032,0.466,0.114,0.017,0.027,27.41,23.93,5.12,7757,2071,203,3.63,3,graphs|math|dp,2,Div2,19.1,0.2027,1.692
CF_01210,1596,A,1400,2,Easy-Medium,36405,0.5024,0.358,0.068,0.015,0.025,25.08,20.89,5.68,16844,1777,295,1.81,2,constructive|graphs,1,Div2,12.48,0.2302,0.648
CF_01211,123,B,1200,2,Easy-Medium,35439,0.4479,0.408,0.046,0.016,0.026,31.63,26.23,7.02,13557,1111,247,2.21,2,two pointers|number theory,2,Div1,17.462,0.2112,0.902
CF_01212,1108,A,1200,2,Easy-Medium,23450,0.4317,0.443,0.062,0.016,0.026,40.49,34.34,9.81,9466,1524,315,2.57,1,greedy,1,Div2,23.011,0.2294,1.139
CF_01213,228,A,1400,2,Easy-Medium,15335,0.3632,0.406,0.09,0.016,0.026,25.01,20.9,7.77,5248,1578,288,3.08,1,binary search,1,Educational,15.927,0.2179,1.25
CF_01214,739,A,1500,2,Easy-Medium,35584,0.5876,0.377,0.057,0.014,0.024,33.39,28.44,5.37,19836,1497,364,1.46,1,trees,1,Div2,13.771,0.2299,0.55
CF_01215,1810,B,1300,2,Easy-Medium,35055,0.4854,0.38,0.086,0.015,0.025,32.71,27.17,11.15,14501,1385,340,1.63,1,geometry,2,Educational,16.833,0.2129,0.619
CF_01216,554,C,1300,2,Easy-Medium,26723,0.445,0.378,0.05,0.016,0.026,23.7,20.13,4.17,11040,1335,241,2.26,2,dfs and bfs|dp,3,Div2,13.153,0.2293,0.854
CF_01217,1804,B,1400,2,Easy-Medium,31692,0.3465,0.413,0.085,0.017,0.027,31.22,27.93,5.37,10651,1517,337,2.49,1,trees,2,Educational,20.401,0.2196,1.028
CF_01218,1025,A,1400,2,Easy-Medium,41079,0.4235,0.412,0.02,0.016,0.026,32.03,28.58,9.87,15740,1362,330,1.93,1,binary search,1,Div1,18.465,0.2209,0.795
CF_01219,104,B,1500,2,Easy-Medium,26882,0.5396,0.406,0.07,0.015,0.025,18.51,17.53,6.39,12878,1628,297,1.72,3,graphs|greedy|binary search,2,Div1,8.525,0.2206,0.698
CF_01220,920,B,1400,2,Easy-Medium,15814,0.3603,0.342,0.085,0.016,0.026,42.89,37.36,14.68,5425,1070,236,2.1,4,math|dfs and bfs|data structures|flows,2,Div3,27.436,0.2194,0.718
CF_01221,1849,A,1200,2,Easy-Medium,23805,0.4287,0.352,0.066,0.016,0.026,24.89,20.89,7.99,8938,1731,359,3.02,3,constructive|geometry|graphs,1,Div3,14.221,0.2145,1.063
CF_01222,1068,A,1400,2,Easy-Medium,33738,0.4306,0.39,0.089,0.016,0.026,36.41,31.04,7.59,12801,1524,280,1.79,1,dp,1,Educational,20.733,0.216,0.698
CF_01223,413,A,1500,2,Easy-Medium,29236,0.3013,0.476,0.101,0.017,0.027,27.58,24.69,8.86,8335,1500,333,3.2,1,implementation,1,Educational,19.269,0.1992,1.523
CF_01224,796,B,1400,2,Easy-Medium,27454,0.2981,0.382,0.092,0.017,0.027,26.33,23.7,5.99,7275,1084,227,2.89,4,greedy|flows|dfs and bfs|binary search,2,Div3,18.48,0.186,1.104
CF_01225,652,C,1300,2,Easy-Medium,29755,0.4355,0.332,0.048,0.016,0.026,23.23,19.71,5.5,11424,1382,339,1.76,2,data structures|greedy,3,Div2,13.113,0.2167,0.584
CF_01226,1562,A,1200,2,Easy-Medium,22392,0.3216,0.413,0.113,0.017,0.027,16.19,15.3,3.43,6364,1486,315,2.77,3,dp|greedy|strings,1,Div3,10.982,0.1928,1.144
CF_01227,1805,A,1300,2,Easy-Medium,26501,0.5314,0.312,0.084,0.015,0.025,19.58,16.78,6.43,12777,1337,284,2.0,3,greedy|dp|dfs and bfs,1,Div3,9.177,0.226,0.624
CF_01228,1026,C,1500,2,Easy-Medium,25227,0.2507,0.501,0.052,0.017,0.027,34.98,32.87,9.81,6007,1651,236,3.56,4,graphs|binary search|data structures|dp,3,Div3,26.212,0.1784,1.784
CF_01229,1270,A,1200,2,Easy-Medium,15167,0.433,0.435,0.055,0.016,0.026,29.63,28.03,6.88,5876,1261,339,2.66,2,dp|math,1,Div2,16.799,0.2197,1.157
CF_01230,1810,B,1200,2,Easy-Medium,38751,0.424,0.417,0.108,0.016,0.026,30.72,26.86,5.03,14663,1567,315,2.5,2,math|constructive,2,Div2,17.696,0.218,1.042
CF_01231,141,A,1200,2,Easy-Medium,38574,0.4806,0.369,0.096,0.015,0.025,26.05,21.79,5.17,15974,1535,300,1.97,3,data structures|graphs|implementation,1,Div4,13.529,0.2151,0.727
CF_01232,1793,B,1400,2,Easy-Medium,29734,0.443,0.478,0.029,0.016,0.026,27.77,25.43,6.58,12518,1452,244,2.7,3,trees|math|flows,2,Div1,15.467,0.2345,1.291
CF_01233,1499,C,1400,2,Easy-Medium,18008,0.2548,0.531,0.085,0.017,0.027,29.94,26.04,10.28,4040,1837,303,3.61,2,geometry|data structures,3,Div2,22.309,0.1672,1.917
CF_01234,808,C,1400,2,Easy-Medium,23236,0.4329,0.38,0.115,0.016,0.026,20.82,18.19,3.83,9530,1627,352,1.89,1,two pointers,3,Div2,11.809,0.2326,0.718
CF_01235,1754,B,1400,2,Easy-Medium,37990,0.4202,0.45,0.035,0.016,0.026,23.05,21.0,5.3,15608,1641,302,2.27,4,number theory|two pointers|binary search|dfs and bfs,2,Educational,13.366,0.2382,1.022
CF_01236,258,B,1300,2,Easy-Medium,29745,0.3493,0.412,0.092,0.017,0.027,29.33,24.84,4.49,9919,1564,210,2.94,2,number theory|two pointers,2,Div2,19.082,0.217,1.211
CF_01237,336,C,1300,2,Easy-Medium,25411,0.5035,0.363,0.081,0.015,0.025,25.85,23.73,6.71,11433,982,311,1.73,2,flows|math,3,Div3,12.833,0.2234,0.628
CF_01238,950,C,1400,2,Easy-Medium,27372,0.6053,0.364,0.065,0.014,0.024,23.44,21.18,3.93,15403,1071,332,1.8,3,dfs and bfs|data structures|greedy,3,Div2,9.25,0.2221,0.655
CF_01239,48,B,1300,2,Easy-Medium,40484,0.4324,0.385,0.099,0.016,0.026,22.54,19.95,7.28,16079,1094,312,1.63,1,trees,2,Educational,12.797,0.2255,0.628
CF_01240,507,C,1400,2,Easy-Medium,14057,0.5426,0.414,0.068,0.015,0.025,36.95,31.17,6.73,7133,770,314,1.48,1,trees,3,Div2,16.902,0.2321,0.613
CF_01241,1432,A,1200,2,Easy-Medium,34259,0.4986,0.323,0.12,0.015,0.025,27.37,25.81,6.82,16457,1486,342,2.09,2,dp|implementation,1,Div1,13.721,0.2408,0.675
CF_01242,1531,A,1300,2,Easy-Medium,35220,0.4967,0.406,0.034,0.015,0.025,29.9,24.87,6.14,16959,1448,315,1.73,2,greedy|implementation,1,Educational,15.049,0.2423,0.702
CF_01243,530,A,1200,2,Easy-Medium,20038,0.3701,0.408,0.058,0.016,0.026,28.63,25.82,6.52,7209,1374,350,2.21,2,number theory|trees,1,Educational,18.035,0.2266,0.902
CF_01244,968,A,1200,2,Easy-Medium,22010,0.3897,0.456,0.072,0.016,0.026,14.09,13.24,3.88,7671,1414,379,2.66,2,graphs|geometry,1,Div1,8.598,0.2127,1.213
CF_01245,228,C,1300,2,Easy-Medium,16220,0.3764,0.459,0.046,0.016,0.026,31.81,28.02,9.61,5939,1492,280,2.06,1,dp,3,Educational,19.836,0.2283,0.946
CF_01246,917,B,1600,3,Medium,10850,0.2487,0.503,0.146,0.018,0.028,21.62,19.38,7.51,2335,1029,289,3.97,1,strings,2,Div1,16.24,0.1617,1.997
CF_01247,1371,C,1400,2,Easy-Medium,24298,0.4127,0.426,0.066,0.016,0.026,27.72,25.34,7.2,9787,1532,299,1.85,1,graphs,3,Div3,16.282,0.2366,0.788
CF_01248,816,B,1400,2,Easy-Medium,32935,0.5905,0.333,0.091,0.014,0.024,35.24,29.45,9.41,18223,2100,299,1.24,2,strings|flows,2,Div3,14.43,0.2266,0.413
CF_01249,1718,C,1500,2,Easy-Medium,19790,0.4473,0.315,0.102,0.016,0.026,36.9,30.83,9.8,8325,1630,382,1.94,4,graphs|greedy|strings|dp,3,Div2,20.397,0.2325,0.611
CF_01250,1270,C,1400,2,Easy-Medium,40339,0.3155,0.445,0.092,0.017,0.027,32.41,28.11,11.21,12087,1413,345,2.73,3,graphs|math|implementation,3,Div2,22.182,0.2051,1.215
CF_01251,207,A,1500,2,Easy-Medium,35332,0.3319,0.39,0.154,0.017,0.027,23.06,18.94,7.67,11200,1486,286,2.31,3,strings|flows|implementation,1,Div2,15.408,0.2118,0.901
